Count;IncentiveCondition;Age.Group;Gender;Age;Income;Wealth;DigitSymbol;GainOrientation;LossOrientation;MaintenanceOrientation;ch_G01;ch_G02;ch_G03;ch_G04;ch_G05;ch_G06;ch_G07;ch_G08;ch_G09;ch_G10;ch_G11;ch_G12;ch_G13;ch_G14;ch_G15;ch_G16;ch_G17;ch_G18;ch_G19;ch_G20;ch_G21;ch_G22;ch_G23;ch_G24;ch_G25;ch_G26;ch_L01;ch_L02;ch_L03;ch_L04;ch_L05;ch_L06;ch_L07;ch_L08;ch_L09;ch_L10;ch_L11;ch_L12;ch_L13;ch_L14;ch_L15;ch_L16;ch_L17;ch_L18;ch_L19;ch_L20;ch_L21;ch_L22;ch_L23;ch_L24;ch_L25;ch_L26;ch_M01;ch_M02;ch_M03;ch_M04;ch_M05;ch_M06;ch_M07;ch_M08;ch_M09;ch_M10;ch_M11;ch_M12;ch_M13;ch_M14;ch_M15;ch_M16;ch_M17;ch_M18;ch_M19;ch_M20;ch_M21;ch_M22;ch_M23;ch_M24;ch_M25;ch_M26;rt_G01;rt_G02;rt_G03;rt_G04;rt_G05;rt_G06;rt_G07;rt_G08;rt_G09;rt_G10;rt_G11;rt_G12;rt_G13;rt_G14;rt_G15;rt_G16;rt_G17;rt_G18;rt_G19;rt_G20;rt_G21;rt_G22;rt_G23;rt_G24;rt_G25;rt_G26;rt_L01;rt_L02;rt_L03;rt_L04;rt_L05;rt_L06;rt_L07;rt_L08;rt_L09;rt_L10;rt_L11;rt_L12;rt_L13;rt_L14;rt_L15;rt_L16;rt_L17;rt_L18;rt_L19;rt_L20;rt_L21;rt_L22;rt_L23;rt_L24;rt_L25;rt_L26;rt_M01;rt_M02;rt_M03;rt_M04;rt_M05;rt_M06;rt_M07;rt_M08;rt_M09;rt_M10;rt_M11;rt_M12;rt_M13;rt_M14;rt_M15;rt_M16;rt_M17;rt_M18;rt_M19;rt_M20;rt_M21;rt_M22;rt_M23;rt_M24;rt_M25;rt_M26;Emotion.Pre;Excitement.Pre;Emotion.Post;Excitement.Post;DQgain;DQloss;DQmixed;RKgain;RKloss;RKmixed;medianTimeGain;medianTimeLoss;medianTimeMixed;M.alpha;M.gamma_gain;M.gamma_loss;M.lambda;M.luce
178;PayAll;Older;female;67;$60,001 - $100,000;$250,001 - $500,000;24;4;4;5,5;B;B;B;A;B;B;A;A;B;B;B;B;A;B;A;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;B;A;B;B;A;A;B;A;A;A;A;B;B;A;B;B;A;B;A;A;B;B;B;A;B;B;B;B;A;A;A;A;A;B;A;B;A;A;A;B;A;A;B;A;A;17;20;9;17;7;9;15;10;12;9;9;13;8;6;9;13;15;8;17;10;12;11;12;16;12;10;10;9;20;9;15;11;12;12;23;8;16;13;17;6;13;14;22;8;17;13;9;19;9;9;8;14;29;8;13;8;25;28;10;8;12;33;9;11;17;26;18;12;24;9;12;9;12;20;8;12;11;12;7;3;7;1;,6;,88;,8;,4;,4;,48;11,5;12,5;12;,940998890583046;,722966319254743;,915655499380594;1,43993499645894;,161835046231062
179;PayAll;Younger;other;29;$0 - $20,000;$50,001 - $100,000;37;8;3;2,5;A;A;B;A;B;B;A;A;A;B;A;A;A;B;A;B;A;A;B;A;B;B;A;B;B;A;A;A;A;A;A;A;A;B;A;B;B;A;A;A;B;A;A;A;B;B;A;B;B;A;B;A;A;B;B;B;A;B;A;B;A;A;A;A;A;A;A;A;B;A;A;A;B;A;A;B;A;A;36;17;6;21;11;10;23;12;8;11;17;32;19;15;12;21;10;11;9;11;6;10;29;12;7;8;10;11;8;8;27;13;13;28;13;42;9;8;29;34;23;11;12;10;13;25;22;8;21;32;16;8;11;11;15;11;23;15;23;14;17;17;25;28;16;12;29;27;17;45;24;16;10;15;18;8;17;10;3;3;4;2;,76;,84;,68;,32;,36;,44;11,5;13;16,5;,956855121330295;,728623350856581;,866028395039716;1,20545888552471;,129337128267968
180;PayAll;Younger;female;21;$0 - $20,000;I do not want to answer;42;8;8;8;A;A;B;A;B;B;A;A;A;A;A;A;A;B;B;B;A;A;B;A;B;B;A;A;A;A;A;B;A;A;A;B;A;B;B;A;A;A;A;A;A;A;B;A;B;A;A;A;A;A;B;A;B;B;B;A;A;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;B;B;B;B;A;A;13;15;13;19;8;20;14;15;11;8;12;20;13;11;28;7;15;15;16;10;9;11;12;27;20;24;27;7;22;17;11;10;11;28;18;19;24;16;11;16;50;56;28;17;27;22;11;43;11;9;14;10;15;6;15;30;22;16;70;11;18;21;14;13;16;20;20;30;22;16;19;15;12;17;26;19;15;15;6;3;7;3;,76;,68;,76;,24;,36;,52;13,5;17;16,5;,96894052674205;,543357702852758;,766870668453124;1,04354002135188;,155219663852427
181;PayAll;Younger;male;20;$0 - $20,000;$5,001 - $10,000;27;8;7;5;B;A;B;A;B;B;B;A;A;B;A;B;A;B;B;B;A;A;B;A;B;B;A;B;B;A;A;A;A;B;B;B;A;A;B;B;A;B;A;A;B;A;A;B;B;B;B;B;A;B;A;B;A;B;A;A;A;B;A;A;A;A;A;A;A;B;B;A;A;A;A;A;B;B;B;B;A;A;5;18;6;6;13;4;7;13;8;10;6;2;4;8;10;5;15;6;12;4;5;6;11;22;8;8;0;0;0;1;1;1;0;1;1;6;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;2;7;6;14;14;7;12;6;5;4;25;3;19;16;3;4;4;9;8;11;6;2;5;28;4;6;4;5;3;7;,76;,6;,68;,48;,6;,6;7,5;1;6;,923722788318233;,761050947635932;,68472930229376;,837266022192718;,116466857331801
182;PayOne;Older;female;62;$20,001 - $40,000;I do not want to answer;36;7;1,5;7;A;A;B;A;B;A;B;A;A;B;A;B;B;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;B;A;A;A;A;A;A;A;B;B;B;B;B;B;B;A;B;B;B;A;A;B;A;B;A;A;A;A;A;A;A;A;A;A;B;A;B;B;B;B;A;A;11;12;14;11;13;17;12;12;14;20;8;11;9;14;12;17;12;17;15;9;34;7;10;12;9;17;7;11;12;10;9;7;10;9;12;11;12;8;12;17;18;9;12;14;7;7;19;11;9;9;10;9;9;9;8;9;15;8;6;9;13;8;9;9;11;8;11;9;11;11;8;9;11;8;11;6;6;12;5;5;6;6;,84;,88;,68;,48;,56;,44;12;10;9;,838666694726822;,614686878856175;,816512509433524;1,06716328062377;,285638816944068
183;PayOne;Older;female;71;$20,001 - $40,000;$0 - $5,000;27;7;1;1;B;B;A;B;A;B;B;B;B;B;A;B;B;A;B;B;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B;B;A;A;B;A;A;B;B;B;B;B;B;A;B;A;A;B;B;A;B;A;B;B;A;A;B;B;A;A;B;B;B;A;A;B;A;A;A;A;B;B;B;A;A;A;A;4;3;4;3;4;5;3;3;3;2;3;4;6;5;3;2;6;5;4;3;10;4;4;7;3;7;4;2;4;4;3;3;2;3;1;3;3;3;3;3;3;5;4;3;3;3;3;2;2;3;3;4;3;4;4;3;3;6;3;4;4;4;2;2;3;4;4;3;4;3;4;5;3;3;3;3;4;4;7;7;6;7;,44;,44;,56;,64;,52;,56;4;3;3,5;,837353679866263;,646572840566514;,822007001389432;1,0442072525592;,0649758665915964
184;PayOne;Younger;female;29;$0 - $20,000;$5,001 - $10,000;40;6;8;6;B;A;B;A;B;B;B;A;A;B;A;A;B;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;B;A;B;A;A;A;A;A;A;A;A;B;B;A;B;B;A;B;A;A;B;B;B;A;B;B;B;B;B;A;A;B;A;B;A;A;B;A;A;B;B;B;B;A;A;77;13;24;27;9;7;19;9;8;16;16;17;25;10;11;8;10;7;11;15;6;6;15;38;10;7;12;13;30;9;8;9;49;45;25;11;56;9;8;15;51;8;15;73;30;32;7;15;14;12;10;12;15;16;11;9;12;27;6;23;73;23;75;11;15;10;25;17;37;14;12;11;11;21;6;12;14;17;5;3;4;3;,92;1;,88;,48;,52;,64;11;13,5;14,5;,836322185314291;,792116939091353;,837457160831307;1,12420940170795;,743204251476889
185;PayOne;Younger;female;26;$60,001 - $100,000;$50,001 - $100,000;36;2,5;7,5;5,5;A;B;B;A;B;B;A;A;A;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;A;A;B;B;A;B;A;B;A;A;A;B;B;A;A;A;B;B;A;A;B;A;B;A;A;B;B;B;A;B;A;B;B;A;A;B;B;A;B;A;B;A;B;A;A;B;B;B;A;A;7;8;8;6;6;14;8;6;7;6;7;6;10;7;6;6;11;5;5;7;3;8;7;17;8;5;16;8;7;7;6;13;11;10;14;7;9;10;9;10;9;7;5;6;8;14;8;6;7;9;5;8;8;10;6;5;6;13;15;12;7;7;7;6;13;9;18;7;9;18;9;8;12;5;6;7;7;5;8;2;5;2;,8;,88;,84;,36;,4;,6;7;8;7,5;,836596499370639;,692309696178376;,8369883256414;1,15217986211027;,303469848537341
186;PayAll;Younger;male;23;$40,001 - $60,000;$25,001 - $50,000;44;5;6;5,5;A;A;B;A;B;A;A;A;A;B;A;A;B;B;B;A;A;A;B;A;B;B;A;A;B;A;B;B;A;B;B;B;A;B;A;A;A;A;A;B;B;A;A;A;B;B;A;B;A;B;B;A;B;B;B;A;B;A;B;B;A;A;A;B;A;A;A;A;B;A;A;B;B;A;A;B;A;A;5;6;4;6;6;11;14;3;7;10;11;2;6;14;5;4;3;11;8;2;3;10;6;8;2;8;9;7;4;4;4;6;3;5;4;3;3;3;6;5;3;4;4;5;6;7;3;3;3;3;2;6;6;11;5;6;7;5;5;4;5;4;5;6;6;7;10;10;4;5;3;3;14;9;5;4;4;3;8;4;7;6;,88;,68;,48;,44;,52;,4;6;4;5;,942962795411255;,695076512619936;,716792683581156;1,07818267031043;,10498677941146
187;PayOne;Younger;male;21;More than $100,000;$10,001 - $25,000;36;7;1;2;A;A;B;A;B;B;B;A;A;B;A;A;B;B;B;B;A;A;B;A;B;B;A;A;A;A;A;B;B;A;B;B;A;B;A;A;A;A;A;A;A;A;A;A;A;B;A;B;B;A;B;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;B;A;B;A;B;A;B;B;B;B;A;A;9;10;8;12;9;7;16;18;8;6;5;12;11;10;11;20;8;8;16;6;7;10;13;9;7;14;11;7;8;6;10;9;11;7;10;22;5;7;9;10;4;13;4;5;8;6;18;7;9;15;11;11;11;9;11;8;10;15;15;9;11;14;23;9;11;13;13;13;9;15;9;12;6;7;8;9;7;8;7;5;8;6;,88;,84;,8;,36;,52;,56;9,5;9;10,5;,836580500521097;,65461865974155;,836727671446529;1,24823369981525;,334433750974615
188;PayOne;Younger;male;25;$0 - $20,000;$0 - $5,000;37;7;4;2,5;A;A;A;A;B;B;A;A;A;B;A;A;B;B;B;B;A;A;A;A;A;B;A;A;A;A;A;B;A;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;A;B;B;B;A;A;B;A;B;B;B;A;A;B;B;B;A;A;A;A;A;A;A;B;A;A;A;A;A;B;A;B;A;A;27;16;16;11;12;11;6;14;9;15;10;15;29;10;15;14;12;4;27;9;13;6;16;18;15;11;6;4;6;10;11;11;14;9;22;9;14;9;20;10;6;11;11;7;7;9;11;9;6;20;22;8;16;10;13;2;8;4;3;6;8;29;13;8;11;5;11;10;4;10;4;29;4;3;16;6;9;7;3;4;3;3;,72;,76;,72;,36;,52;,4;13,5;9,5;8;,836271790829357;,557210052211831;,836682311378813;1,05182130809464;,255921318093383
189;PayAll;Younger;female;30;$60,001 - $100,000;$250,001 - $500,000;37;7;3;5,5;B;A;B;B;B;A;B;A;A;B;A;A;A;B;B;B;A;A;B;A;B;B;A;A;A;A;A;A;B;A;B;A;A;B;A;B;A;B;A;A;A;A;B;A;B;B;B;B;A;A;B;A;A;B;B;A;A;B;B;A;A;A;A;A;A;B;B;A;A;A;A;A;A;B;A;B;A;A;8;5;4;5;6;4;10;5;6;3;7;6;10;6;6;5;4;4;4;3;3;4;4;4;5;5;8;19;14;10;8;13;8;5;13;10;5;26;5;5;8;12;7;9;9;6;16;6;10;11;5;12;7;8;6;10;8;12;6;6;17;9;5;8;7;11;8;10;8;14;4;8;5;6;8;9;7;6;7;6;7;7;,8;,76;,76;,44;,52;,6;5;9;8;,953646707672102;,650572014364655;,686256743468904;,816297535714681;,154960860846353
190;PayAll;Younger;male;25;More than $100,000;$0 - $5,000;37;7,5;8;2;A;B;B;A;B;B;B;A;A;B;A;A;A;B;A;B;A;A;B;A;B;B;A;B;B;A;A;A;B;B;B;B;A;A;B;A;A;A;A;A;B;B;A;A;B;B;B;A;B;B;B;B;A;A;B;B;A;B;B;B;B;B;B;B;A;B;A;B;A;B;B;A;A;B;B;B;B;A;16;11;9;5;7;5;15;6;14;11;4;11;10;17;20;12;8;9;6;14;6;22;11;3;6;12;7;4;12;12;8;5;12;8;12;3;5;7;11;4;5;3;5;8;4;4;4;3;8;11;6;4;4;6;3;8;11;6;9;5;6;2;3;10;12;4;5;7;14;12;5;9;5;4;9;7;2;11;5;2;5;2;,76;,6;,56;,4;,6;,64;10,5;5,5;6;,834375425917427;,810514871650818;,875529404603611;,929606088844557;,141100839236291
191;PayAll;Younger;male;21;More than $100,000;$0 - $5,000;35;8;3,5;1,5;A;A;B;B;B;B;B;A;A;B;A;A;B;B;B;A;A;A;B;A;B;B;A;A;A;A;A;A;B;B;B;B;A;B;A;B;A;A;A;A;A;A;A;A;A;B;B;B;A;A;B;A;A;B;B;B;A;B;B;A;B;A;A;A;A;B;B;A;A;A;A;A;A;B;B;B;A;A;23;13;35;37;5;6;39;15;12;34;42;71;12;42;14;34;9;7;35;5;11;16;12;7;10;39;8;23;28;7;8;8;5;9;23;30;8;16;14;8;13;17;29;5;26;8;7;18;12;32;11;6;52;8;10;54;5;51;9;47;46;8;64;43;9;13;54;55;6;63;50;6;7;36;36;9;11;9;6;1;6;1;,96;,8;,88;,44;,56;,72;14,5;11,5;24,5;,966261334352433;,76221944021811;,77383269824554;,814911445876036;,213369328935784
192;PayAll;Younger;female;31;$60,001 - $100,000;$100,001 - $250,000;33;7;4;7;B;A;B;B;B;A;A;A;A;B;A;A;B;B;B;B;A;A;B;A;A;B;A;A;A;A;A;A;A;B;B;B;A;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A;B;B;A;B;B;B;A;A;B;B;B;A;A;A;A;A;A;B;A;A;A;A;A;B;B;B;B;A;A;1;10;11;13;8;12;9;6;10;8;8;6;8;10;7;7;17;5;8;6;8;7;9;9;7;9;5;3;7;5;5;5;4;3;6;6;4;5;4;5;7;5;4;7;5;4;5;2;4;4;2;8;1;8;6;12;12;10;3;7;9;5;9;6;10;12;11;12;8;8;11;8;5;5;7;7;7;11;7;5;9;7;,76;,72;,8;,4;,64;,48;8;5;8;,970664660147;,565486318203457;,478270630143377;1,00758990277842;,216167403872973
193;PayOne;Younger;male;28;More than $100,000;$25,001 - $50,000;37;7,5;5;2,5;B;A;B;B;B;B;B;A;B;B;A;A;A;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;B;A;A;B;A;B;A;B;A;A;A;A;A;A;B;A;A;B;B;B;B;A;B;A;A;B;B;B;A;B;A;A;A;B;A;A;A;B;A;A;B;A;A;A;B;B;B;B;A;A;5;7;5;5;6;5;6;2;5;7;4;2;6;8;5;3;4;11;8;5;3;3;5;9;9;5;3;4;4;3;6;5;5;5;2;5;4;7;6;9;7;4;5;7;7;2;9;6;6;7;5;5;6;6;3;4;6;9;5;6;10;2;3;6;5;6;8;6;5;7;4;6;5;5;6;3;4;7;2;1;2;2;,88;,8;,64;,52;,56;,64;5;5;6;,836261483602771;,712669101694625;,836695721382625;1,01341146717165;,230335042927935
194;PayOne;Younger;male;25;$40,001 - $60,000;$5,001 - $10,000;46;8;5;8;A;A;B;A;B;B;A;A;A;B;A;A;B;B;A;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;B;A;A;A;A;A;A;A;A;A;A;A;B;A;B;A;A;B;A;A;B;B;B;A;B;A;B;B;A;A;A;A;A;B;B;A;A;A;A;B;B;B;B;A;A;22;11;6;7;8;8;10;20;7;6;9;26;13;5;48;5;5;5;7;4;4;7;6;19;5;22;6;15;6;10;8;15;25;12;5;15;8;6;14;5;4;4;21;5;9;9;10;7;14;8;7;11;12;6;12;6;7;10;4;8;7;10;11;8;8;10;8;27;9;12;9;9;6;7;5;8;6;9;6;4;6;5;,84;,84;,84;,32;,52;,6;7;8,5;8;,836249833585918;,696982524925009;,837009662631246;1,0681377783112;,414633639925312
195;PayAll;Younger;male;19;$60,001 - $100,000;$5,001 - $10,000;54;7;4,5;7;B;A;B;A;A;B;A;A;A;B;A;B;B;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;B;B;A;A;B;A;B;A;A;B;B;A;B;B;A;B;A;A;B;B;A;B;B;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;B;B;A;A;3;12;3;4;8;5;7;5;9;5;7;5;6;5;9;4;4;3;3;4;14;3;4;6;11;3;9;7;6;7;10;12;5;7;4;5;5;5;5;5;12;5;6;6;12;7;8;9;10;46;6;6;6;8;8;10;10;12;8;11;7;10;5;18;9;56;11;19;10;10;8;8;7;4;9;10;6;25;8;4;8;5;,8;,8;,8;,52;,48;,64;5;6,5;9,5;,967928060856776;,766607474961321;,859225872894268;,951536576344085;,139577691714485
196;PayOne;Younger;female;28;More than $100,000;$0 - $5,000;39;7;6,5;6,5;A;A;B;A;B;B;A;A;A;B;A;A;B;B;B;B;A;A;B;A;B;B;A;A;A;A;A;A;B;A;A;B;A;A;A;B;B;A;A;B;A;A;A;A;B;B;A;B;A;A;B;A;A;B;B;B;A;B;B;B;A;A;B;B;B;B;B;B;B;A;A;B;A;B;A;B;A;A;5;6;7;7;9;5;6;10;11;7;8;7;10;11;6;8;9;8;5;7;6;14;8;9;12;14;7;6;16;7;5;3;7;7;13;17;6;6;4;13;6;7;9;5;6;7;7;6;5;13;6;6;8;10;13;10;6;9;9;5;5;20;9;9;15;13;9;13;9;7;5;10;9;7;7;8;10;5;7;6;3;2;,84;,76;,68;,32;,36;,52;8;6,5;9;,836156597926468;,694736922314036;,837327792775799;1,08089222997311;,254796179345143
197;PayOne;Older;female;69;$60,001 - $100,000;I do not want to answer;16;8;8;8;B;B;A;B;B;B;A;A;A;B;A;B;B;B;B;A;A;A;B;A;B;B;A;B;B;A;A;A;B;A;B;A;A;B;A;B;B;A;A;B;B;A;A;A;B;B;B;A;A;A;A;A;A;B;B;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;B;A;B;B;B;B;A;A;15;21;14;16;11;8;14;1;10;3;14;12;17;12;3;12;11;13;21;10;8;3;8;8;8;10;7;6;1;15;10;14;8;13;23;10;19;22;8;5;9;6;8;11;12;16;16;20;9;9;13;9;12;16;15;27;15;18;29;14;20;17;16;12;25;18;28;12;1;22;14;9;12;14;11;23;16;12;9;7;5;6;,76;,64;,68;,64;,32;,52;11;10;15,5;,838158868417612;,728669906804287;,822108245986733;1,11554869983464;,1533813999942
198;PayAll;Younger;female;31;$60,001 - $100,000;$0 - $5,000;39;8;8;8;B;A;B;A;B;A;B;A;A;B;A;B;B;B;B;B;A;A;B;A;A;B;A;A;B;A;B;B;A;A;B;B;A;A;B;A;A;A;B;A;A;B;B;A;B;B;B;B;B;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A;A;B;B;B;B;A;A;7;11;6;6;6;8;6;8;12;5;5;8;10;9;7;3;6;6;8;7;8;5;7;7;9;6;5;3;5;5;3;3;4;4;5;3;4;15;5;4;5;5;4;4;5;4;9;4;4;5;3;4;9;8;5;12;8;15;6;13;10;6;10;10;6;6;16;15;17;8;6;8;7;6;9;7;10;7;5;3;2;5;,76;,64;,64;,48;,72;,64;7;4;8;,891583358397123;,708748946387702;,845113043923007;,935356832478931;,110311826189124
199;PayOne;Older;female;61;$60,001 - $100,000;$100,001 - $250,000;37;5;7,5;1,5;A;A;B;A;B;A;B;A;B;B;A;B;A;B;A;A;A;A;B;A;B;B;A;B;B;A;A;A;A;A;B;B;A;A;A;A;B;A;A;B;B;A;A;A;B;A;B;B;A;A;B;A;A;B;A;B;A;B;B;B;B;B;A;A;A;B;B;B;A;A;A;A;B;A;B;B;A;A;12;10;7;10;10;7;11;3;9;8;9;17;8;4;7;5;8;5;8;4;7;5;16;17;11;7;15;7;10;9;14;15;9;11;15;9;10;8;10;6;7;7;9;12;17;11;8;9;11;10;10;5;13;8;9;12;7;18;7;6;13;11;8;8;13;21;13;8;16;6;9;6;9;6;8;13;8;5;7;1;7;3;,72;,68;,72;,52;,44;,56;8;10;8,5;,837863951873331;,716091758971935;,824815281198121;1,09223702846153;,137989649697985
200;PayAll;Younger;female;24;$0 - $20,000;$0 - $5,000;61;4,5;4,5;4;B;A;B;A;B;B;A;A;A;A;A;A;A;B;A;B;A;A;B;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B;A;B;B;A;A;B;B;A;A;A;B;A;A;A;A;A;B;A;B;A;B;A;A;A;A;A;A;A;A;A;A;A;A;A;B;A;B;A;B;B;A;B;A;A;17;19;9;5;13;6;6;9;12;15;13;9;11;15;19;9;10;11;9;9;6;12;10;9;16;9;11;24;9;9;8;19;13;22;6;8;8;11;6;6;7;7;8;4;7;7;6;11;10;4;3;8;15;8;17;10;14;30;8;17;46;6;15;7;18;8;16;13;24;10;6;9;25;22;17;7;6;8;6;5;6;5;,64;,64;,48;,2;,16;,32;10;8;13,5;,930124386374113;,555605234080954;,785740344207547;1,05057408429772;,0958657693537758
201;PayAll;Older;male;61;$20,001 - $40,000;$100,001 - $250,000;14;7,5;2,5;1,5;A;A;B;A;B;B;B;A;A;B;A;B;A;B;B;B;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;B;B;B;B;A;A;B;B;A;A;B;B;A;B;A;A;B;A;B;B;B;A;A;B;A;B;B;B;B;A;A;19;14;8;17;12;10;18;5;17;9;9;11;3;12;15;19;9;7;11;8;7;8;10;10;11;14;17;22;19;24;17;9;15;17;14;16;15;8;19;24;20;14;18;22;15;9;20;13;14;14;17;18;20;28;14;10;14;11;11;18;14;13;12;14;11;20;22;22;19;17;18;11;14;11;9;19;11;18;8;5;7;6;,84;,84;,68;,4;,6;,6;10,5;17;14;,951859498165381;,723958422829998;,933426698083038;,802611910887283;,161584850327605
202;PayOne;Younger;male;20;$40,001 - $60,000;$10,001 - $25,000;31;7,5;3,5;7,5;A;B;B;B;B;A;B;B;A;B;A;A;A;B;B;B;A;B;A;A;B;B;A;A;A;A;A;A;A;B;B;A;B;A;B;B;B;A;A;B;B;B;B;A;B;B;A;A;B;B;B;B;B;A;B;A;B;B;B;A;A;A;A;B;A;A;B;A;A;A;A;B;B;B;A;A;B;A;2;2;2;1;2;1;1;1;2;1;1;2;1;2;3;1;1;2;2;1;2;3;3;1;1;3;4;2;3;1;2;2;0;1;1;1;4;2;2;3;1;1;2;1;2;0;2;3;1;1;3;6;5;4;1;2;2;2;1;4;1;1;1;1;4;3;1;1;6;2;2;1;1;2;1;1;2;2;7;3;9;5;,68;,52;,48;,48;,44;,56;2;2;2;,835395481864279;,67468864143231;,837012824370146;1,01551553451114;,0675478546257685
203;PayOne;Younger;female;20;$40,001 - $60,000;$0 - $5,000;32;6,5;1;1;A;B;A;A;A;A;A;B;A;B;B;A;B;A;A;B;A;B;B;A;A;A;A;A;A;B;A;B;B;B;B;B;A;B;A;B;B;B;A;A;B;B;A;A;A;B;B;A;A;B;A;A;B;B;B;A;B;B;A;B;A;A;A;A;A;A;B;A;A;B;B;A;B;B;B;B;A;A;3;4;7;2;3;5;3;4;8;7;5;7;7;2;2;5;6;5;2;5;6;9;2;4;2;6;5;8;10;2;2;4;3;3;4;2;4;4;5;2;6;3;5;4;3;10;2;3;3;2;4;2;6;3;7;8;7;6;7;5;5;3;6;6;4;7;10;5;4;8;13;5;6;4;5;5;8;7;7;2;5;5;,4;,48;,64;,36;,56;,56;5;3,5;6;,834957212837602;,633736131123756;,836231787582486;1,13651027934002;,0674907514326076
204;PayOne;Younger;male;20;More than $100,000;$0 - $5,000;30;8;7,5;6,5;B;A;B;A;B;B;B;A;A;B;A;A;B;B;A;A;A;A;B;A;B;B;A;B;B;A;B;A;A;A;B;A;A;A;B;A;B;A;B;B;A;A;B;A;A;B;A;B;B;A;B;A;A;B;B;B;A;B;A;A;B;B;A;B;B;A;B;B;B;A;B;A;B;B;B;B;A;A;8;14;5;7;8;7;16;5;7;9;7;13;10;6;6;4;10;6;10;3;5;4;22;5;8;4;6;5;23;6;8;8;6;16;14;7;11;10;10;8;7;12;17;5;5;8;8;5;12;23;17;6;10;5;11;6;8;12;9;7;16;8;9;9;8;25;16;9;7;10;13;6;5;5;5;11;9;6;8;7;9;9;,84;,6;,68;,48;,6;,6;7;8;9;,83581920739606;,758523283098238;,837418467227802;1,1038117085045;,163896078137576
205;PayAll;Younger;male;26;More than $100,000;$0 - $5,000;28;4,5;2,5;3,5;B;B;B;B;A;A;B;A;A;A;B;B;A;B;A;A;A;B;B;A;B;B;A;B;A;A;B;A;A;A;B;B;A;A;A;A;A;B;A;A;B;B;B;A;B;B;B;B;B;A;B;B;A;B;B;A;A;B;B;B;A;B;A;A;A;B;B;A;A;A;B;A;B;B;B;B;A;A;3;2;4;2;1;2;3;2;7;5;1;2;2;8;1;1;2;2;1;3;3;1;1;3;4;8;2;2;12;2;3;2;6;2;2;3;2;3;1;1;3;5;3;2;2;3;2;4;7;4;2;2;16;8;6;10;21;13;18;9;9;13;16;10;7;12;8;10;13;12;19;10;24;14;11;10;8;10;8;3;4;3;,52;,68;,72;,56;,76;,56;2;2;10,5;,800895946032305;,779222401115566;,789168432487657;,972256797249594;,12402961057563
206;PayAll;Younger;male;19;$0 - $20,000;$5,001 - $10,000;40;7,5;4;7,5;A;A;B;A;B;B;B;A;A;B;A;B;B;B;B;A;A;A;B;A;B;B;A;A;B;A;A;A;A;A;B;B;A;A;B;A;A;B;A;A;A;B;A;A;B;B;A;B;B;B;B;A;B;B;B;A;A;A;B;B;A;A;B;A;A;A;B;A;A;B;B;A;B;A;B;B;A;A;21;12;22;15;15;5;11;4;5;13;14;4;14;7;9;4;9;9;22;6;9;5;5;7;10;3;3;6;5;11;18;178;2;17;11;5;10;24;5;5;5;12;6;9;7;18;4;73;16;18;14;4;10;35;12;8;9;16;11;11;16;16;10;5;30;7;12;16;16;8;9;14;10;11;9;5;11;7;4;3;5;4;,92;,76;,6;,48;,68;,36;9;9,5;11;,954523433144461;,717393825486419;,774805738632578;1,22913920897341;,151668144704138
207;PayAll;Younger;female;30;$60,001 - $100,000;$250,001 - $500,000;48;6;7,5;7,5;B;A;B;A;B;B;A;A;A;B;A;A;B;B;A;A;A;A;B;A;A;B;A;B;B;A;A;A;A;A;B;A;A;A;A;B;A;A;A;A;A;A;A;A;A;B;A;B;B;A;B;A;A;B;A;B;A;B;B;B;B;A;A;A;B;A;B;A;A;A;A;B;B;B;B;B;A;A;47;10;19;26;8;10;18;14;18;23;16;14;23;15;18;25;18;27;8;15;79;14;9;23;70;16;8;20;7;7;9;14;6;12;8;21;11;12;12;8;7;16;8;6;7;13;9;8;8;9;9;7;10;10;27;13;9;11;10;11;14;32;8;9;12;14;12;10;11;10;36;25;67;14;18;13;7;12;8;3;8;3;,76;,88;,88;,4;,56;,56;18;8,5;12;,953024977824159;,842756331032801;,930951707463623;1,06621510034737;,156432017809728
